temp; best; diff
3.13286e-11; 3644.29; -1686.71
2.98006e-11; 3644.29; -872.455
2.83472e-11; 3644.29; -3065.64
2.69646e-11; 3644.29; -1013.28
2.56494e-11; 3644.29; -648.212
2.43984e-11; 3644.29; -2759.36
2.32085e-11; 3644.29; -2197.59
2.20765e-11; 3644.29; -671.963
2.09998e-11; 3644.29; -5287.16
1.99756e-11; 3644.29; -94.4906
1.90013e-11; 3644.29; 0
1.80745e-11; 3644.29; -417.519
1.7193e-11; 3644.29; -8199.88
1.63544e-11; 3644.29; -2650.89
1.55568e-11; 3644.29; -6458.68
1.4798e-11; 3644.29; -2701.98
1.40763e-11; 3644.29; -400.156
1.33897e-11; 3644.29; -1957.09
1.27367e-11; 3644.29; -375.354
1.21155e-11; 3644.29; -1408.43
1.15246e-11; 3644.29; -2172.22
1.09625e-11; 3644.29; -1634.8
1.04278e-11; 3644.29; -5997.1
9.91922e-12; 3644.29; -2181.55
9.43543e-12; 3644.29; -897.064
8.97523e-12; 3644.29; -3835.3
